mode_key,weapon_id,weapon_mode,quality,dataset,armor_profile,flat_mitigation_proxy,damage_raw,ignoresArmor,precision,attackSpeed,dealt_hp_damage_proxy,expected_dps_armor_proxy,armorDamage_raw_not_in_hp_proxy
heavy_crossbow,heavy_crossbow,primary,Q6,vanilla,plate_iron,0.68,50.40,0.9200,1.000,12.15,47.66,3.92,0.50
heavy_crossbow,heavy_crossbow,primary,Q1,mod,none,0.00,34.78,0.8500,0.950,13.77,34.78,2.40,0.20
heavy_crossbow,heavy_crossbow,primary,Q1,mod,light,0.28,34.78,0.8500,0.950,13.77,33.32,2.30,0.20
heavy_crossbow,heavy_crossbow,primary,Q1,mod,plate_iron,0.68,34.78,0.8500,0.950,13.77,31.23,2.15,0.20
heavy_crossbow,heavy_crossbow,primary,Q2,mod,none,0.00,35.89,0.8500,0.980,13.64,35.89,2.58,0.20
heavy_crossbow,heavy_crossbow,primary,Q2,mod,light,0.28,35.89,0.8500,0.980,13.64,34.38,2.47,0.20
heavy_crossbow,heavy_crossbow,primary,Q2,mod,plate_iron,0.68,35.89,0.8500,0.980,13.64,32.23,2.32,0.20
heavy_crossbow,heavy_crossbow,primary,Q3,mod,none,0.00,37.00,0.8500,1.000,13.50,37.00,2.74,0.20
heavy_crossbow,heavy_crossbow,primary,Q3,mod,light,0.28,37.00,0.8500,1.000,13.50,35.45,2.63,0.20
heavy_crossbow,heavy_crossbow,primary,Q3,mod,plate_iron,0.68,37.00,0.8500,1.000,13.50,33.23,2.46,0.20
heavy_crossbow,heavy_crossbow,primary,Q4,mod,none,0.00,37.74,0.8500,1.000,13.37,37.74,2.82,0.20
heavy_crossbow,heavy_crossbow,primary,Q4,mod,light,0.28,37.74,0.8500,1.000,13.37,36.15,2.71,0.20
heavy_crossbow,heavy_crossbow,primary,Q4,mod,plate_iron,0.68,37.74,0.8500,1.000,13.37,33.89,2.54,0.20
heavy_crossbow,heavy_crossbow,primary,Q5,mod,none,0.00,38.48,0.8500,1.000,13.23,38.48,2.91,0.20
heavy_crossbow,heavy_crossbow,primary,Q5,mod,light,0.28,38.48,0.8500,1.000,13.23,36.86,2.79,0.20
heavy_crossbow,heavy_crossbow,primary,Q5,mod,plate_iron,0.68,38.48,0.8500,1.000,13.23,34.56,2.61,0.20
heavy_crossbow,heavy_crossbow,primary,Q6,mod,none,0.00,39.22,0.8500,1.000,12.96,39.22,3.03,0.20
heavy_crossbow,heavy_crossbow,primary,Q6,mod,light,0.28,39.22,0.8500,1.000,12.96,37.57,2.90,0.20
heavy_crossbow,heavy_crossbow,primary,Q6,mod,plate_iron,0.68,39.22,0.8500,1.000,12.96,35.22,2.72,0.20
berdiche,berdiche,primary,Q1,vanilla,none,0.00,21.60,0.9000,0.950,6.30,21.60,3.26,0.60
berdiche,berdiche,primary,Q1,vanilla,light,0.28,21.60,0.9000,0.950,6.30,21.00,3.17,0.60
berdiche,berdiche,primary,Q1,vanilla,plate_iron,0.68,21.60,0.9000,0.950,6.30,20.13,3.04,0.60
berdiche,berdiche,primary,Q2,vanilla,none,0.00,25.65,0.9000,0.950,6.30,25.65,3.87,0.60
berdiche,berdiche,primary,Q2,vanilla,light,0.28,25.65,0.9000,0.950,6.30,24.93,3.76,0.60
berdiche,berdiche,primary,Q2,vanilla,plate_iron,0.68,25.65,0.9000,0.950,6.30,23.91,3.60,0.60
berdiche,berdiche,primary,Q3,vanilla,none,0.00,27.00,0.9000,0.950,6.30,27.00,4.07,0.60
berdiche,berdiche,primary,Q3,vanilla,light,0.28,27.00,0.9000,0.950,6.30,26.24,3.96,0.60
berdiche,berdiche,primary,Q3,vanilla,plate_iron,0.68,27.00,0.9000,0.950,6.30,25.16,3.79,0.60
berdiche,berdiche,primary,Q4,vanilla,none,0.00,29.70,0.9000,0.950,6.30,29.70,4.48,0.60
berdiche,berdiche,primary,Q4,vanilla,light,0.28,29.70,0.9000,0.950,6.30,28.87,4.35,0.60
berdiche,berdiche,primary,Q4,vanilla,plate_iron,0.68,29.70,0.9000,0.950,6.30,27.68,4.17,0.60
berdiche,berdiche,primary,Q5,vanilla,none,0.00,32.40,0.9000,0.950,6.30,32.40,4.89,0.60
berdiche,berdiche,primary,Q5,vanilla,light,0.28,32.40,0.9000,0.950,6.30,31.49,4.75,0.60
berdiche,berdiche,primary,Q5,vanilla,plate_iron,0.68,32.40,0.9000,0.950,6.30,30.20,4.55,0.60
berdiche,berdiche,primary,Q6,vanilla,none,0.00,37.80,0.9000,0.950,6.30,37.80,5.70,0.60
berdiche,berdiche,primary,Q6,vanilla,light,0.28,37.80,0.9000,0.950,6.30,36.74,5.54,0.60
berdiche,berdiche,primary,Q6,vanilla,plate_iron,0.68,37.80,0.9000,0.950,6.30,35.23,5.31,0.60
berdiche,berdiche,primary,Q1,mod,none,0.00,24.80,0.4200,0.950,6.00,24.80,3.93,0.75
berdiche,berdiche,primary,Q1,mod,light,0.28,24.80,0.4200,0.950,6.00,20.77,3.29,0.75
berdiche,berdiche,primary,Q1,mod,plate_iron,0.68,24.80,0.4200,0.950,6.00,15.02,2.38,0.75
berdiche,berdiche,primary,Q2,mod,none,0.00,29.45,0.4200,0.950,6.00,29.45,4.66,0.75
berdiche,berdiche,primary,Q2,mod,light,0.28,29.45,0.4200,0.950,6.00,24.67,3.91,0.75
berdiche,berdiche,primary,Q2,mod,plate_iron,0.68,29.45,0.4200,0.950,6.00,17.83,2.82,0.75
berdiche,berdiche,primary,Q3,mod,none,0.00,31.00,0.4200,0.950,6.00,31.00,4.91,0.75
berdiche,berdiche,primary,Q3,mod,light,0.28,31.00,0.4200,0.950,6.00,25.97,4.11,0.75
berdiche,berdiche,primary,Q3,mod,plate_iron,0.68,31.00,0.4200,0.950,6.00,18.77,2.97,0.75
berdiche,berdiche,primary,Q4,mod,none,0.00,34.10,0.4200,0.950,6.00,34.10,5.40,0.75
berdiche,berdiche,primary,Q4,mod,light,0.28,34.10,0.4200,0.950,6.00,28.56,4.52,0.75
berdiche,berdiche,primary,Q4,mod,plate_iron,0.68,34.10,0.4200,0.950,6.00,20.65,3.27,0.75
berdiche,berdiche,primary,Q5,mod,none,0.00,37.20,0.4200,0.950,6.00,37.20,5.89,0.75
berdiche,berdiche,primary,Q5,mod,light,0.28,37.20,0.4200,0.950,6.00,31.16,4.93,0.75
berdiche,berdiche,primary,Q5,mod,plate_iron,0.68,37.20,0.4200,0.950,6.00,22.53,3.57,0.75
berdiche,berdiche,primary,Q6,mod,none,0.00,43.40,0.4200,0.950,6.00,43.40,6.87,0.75
berdiche,berdiche,primary,Q6,mod,light,0.28,43.40,0.4200,0.950,6.00,36.35,5.76,0.75
berdiche,berdiche,primary,Q6,mod,plate_iron,0.68,43.40,0.4200,0.950,6.00,26.28,4.16,0.75
billhook,billhook,primary,Q1,vanilla,none,0.00,20.80,0.9000,0.950,6.30,20.80,3.14,0.60
billhook,billhook,primary,Q1,vanilla,light,0.28,20.80,0.9000,0.950,6.30,20.22,3.05,0.60
billhook,billhook,primary,Q1,vanilla,plate_iron,0.68,20.80,0.9000,0.950,6.30,19.39,2.92,0.60
billhook,billhook,primary,Q2,vanilla,none,0.00,24.70,0.9000,0.950,6.30,24.70,3.72,0.60
billhook,billhook,primary,Q2,vanilla,light,0.28,24.70,0.9000,0.950,6.30,24.01,3.62,0.60
billhook,billhook,primary,Q2,vanilla,plate_iron,0.68,24.70,0.9000,0.950,6.30,23.02,3.47,0.60
billhook,billhook,primary,Q3,vanilla,none,0.00,26.00,0.9000,0.950,6.30,26.00,3.92,0.60
billhook,billhook,primary,Q3,vanilla,light,0.28,26.00,0.9000,0.950,6.30,25.27,3.81,0.60
billhook,billhook,primary,Q3,vanilla,plate_iron,0.68,26.00,0.9000,0.950,6.30,24.23,3.65,0.60
billhook,billhook,primary,Q4,vanilla,none,0.00,28.60,0.9000,0.950,6.30,28.60,4.31,0.60
billhook,billhook,primary,Q4,vanilla,light,0.28,28.60,0.9000,0.950,6.30,27.80,4.19,0.60
billhook,billhook,primary,Q4,vanilla,plate_iron,0.68,28.60,0.9000,0.950,6.30,26.66,4.02,0.60
billhook,billhook,primary,Q5,vanilla,none,0.00,31.20,0.9000,0.950,6.30,31.20,4.70,0.60
billhook,billhook,primary,Q5,vanilla,light,0.28,31.20,0.9000,0.950,6.30,30.33,4.57,0.60
billhook,billhook,primary,Q5,vanilla,plate_iron,0.68,31.20,0.9000,0.950,6.30,29.08,4.38,0.60
billhook,billhook,primary,Q6,vanilla,none,0.00,36.40,0.9000,0.950,6.30,36.40,5.49,0.60
billhook,billhook,primary,Q6,vanilla,light,0.28,36.40,0.9000,0.950,6.30,35.38,5.34,0.60
billhook,billhook,primary,Q6,vanilla,plate_iron,0.68,36.40,0.9000,0.950,6.30,33.92,5.12,0.60
billhook,billhook,primary,Q1,mod,none,0.00,21.60,0.3400,0.970,5.90,21.60,3.55,0.90
billhook,billhook,primary,Q1,mod,light,0.28,21.60,0.3400,0.970,5.90,17.61,2.89,0.90
billhook,billhook,primary,Q1,mod,plate_iron,0.68,21.60,0.3400,0.970,5.90,11.91,1.96,0.90
billhook,billhook,primary,Q2,mod,none,0.00,25.65,0.3400,0.970,5.90,25.65,4.22,0.90
billhook,billhook,primary,Q2,mod,light,0.28,25.65,0.3400,0.970,5.90,20.91,3.44,0.90
billhook,billhook,primary,Q2,mod,plate_iron,0.68,25.65,0.3400,0.970,5.90,14.14,2.32,0.90
billhook,billhook,primary,Q3,mod,none,0.00,27.00,0.3400,0.970,5.90,27.00,4.44,0.90
billhook,billhook,primary,Q3,mod,light,0.28,27.00,0.3400,0.970,5.90,22.01,3.62,0.90
billhook,billhook,primary,Q3,mod,plate_iron,0.68,27.00,0.3400,0.970,5.90,14.88,2.45,0.90
billhook,billhook,primary,Q4,mod,none,0.00,29.70,0.3400,0.970,5.90,29.70,4.88,0.90
billhook,billhook,primary,Q4,mod,light,0.28,29.70,0.3400,0.970,5.90,24.21,3.98,0.90
billhook,billhook,primary,Q4,mod,plate_iron,0.68,29.70,0.3400,0.970,5.90,16.37,2.69,0.90
billhook,billhook,primary,Q5,mod,none,0.00,32.40,0.3400,0.970,5.90,32.40,5.33,0.90
billhook,billhook,primary,Q5,mod,light,0.28,32.40,0.3400,0.970,5.90,26.41,4.34,0.90
billhook,billhook,primary,Q5,mod,plate_iron,0.68,32.40,0.3400,0.970,5.90,17.86,2.94,0.90
billhook,billhook,primary,Q6,mod,none,0.00,37.80,0.3400,0.970,5.90,37.80,6.21,0.90
billhook,billhook,primary,Q6,mod,light,0.28,37.80,0.3400,0.970,5.90,30.81,5.07,0.90
billhook,billhook,primary,Q6,mod,plate_iron,0.68,37.80,0.3400,0.970,5.90,20.84,3.43,0.90
bludgeon,bludgeon,primary,Q1,vanilla,none,0.00,9.60,0.5000,1.000,4.95,9.60,1.94,1.00
bludgeon,bludgeon,primary,Q1,vanilla,light,0.28,9.60,0.5000,1.000,4.95,8.26,1.67,1.00
bludgeon,bludgeon,primary,Q1,vanilla,plate_iron,0.68,9.60,0.5000,1.000,4.95,6.34,1.28,1.00
bludgeon,bludgeon,primary,Q2,vanilla,none,0.00,11.40,0.5000,1.000,4.95,11.40,2.30,1.00
bludgeon,bludgeon,primary,Q2,vanilla,light,0.28,11.40,0.5000,1.000,4.95,9.80,1.98,1.00
bludgeon,bludgeon,primary,Q2,vanilla,plate_iron,0.68,11.40,0.5000,1.000,4.95,7.52,1.52,1.00
bludgeon,bludgeon,primary,Q3,vanilla,none,0.00,12.00,0.5000,1.000,4.95,12.00,2.42,1.00
bludgeon,bludgeon,primary,Q3,vanilla,light,0.28,12.00,0.5000,1.000,4.95,10.32,2.08,1.00
bludgeon,bludgeon,primary,Q3,vanilla,plate_iron,0.68,12.00,0.5000,1.000,4.95,7.92,1.60,1.00
bludgeon,bludgeon,primary,Q4,vanilla,none,0.00,13.20,0.5000,1.000,4.95,13.20,2.67,1.00
bludgeon,bludgeon,primary,Q4,vanilla,light,0.28,13.20,0.5000,1.000,4.95,11.35,2.29,1.00
bludgeon,bludgeon,primary,Q4,vanilla,plate_iron,0.68,13.20,0.5000,1.000,4.95,8.71,1.76,1.00
bludgeon,bludgeon,primary,Q5,vanilla,none,0.00,14.40,0.5000,1.000,4.95,14.40,2.91,1.00
bludgeon,bludgeon,primary,Q5,vanilla,light,0.28,14.40,0.5000,1.000,4.95,12.38,2.50,1.00
bludgeon,bludgeon,primary,Q5,vanilla,plate_iron,0.68,14.40,0.5000,1.000,4.95,9.50,1.92,1.00
bludgeon,bludgeon,primary,Q6,vanilla,none,0.00,16.80,0.5000,1.000,4.95,16.80,3.39,1.00
bludgeon,bludgeon,primary,Q6,vanilla,light,0.28,16.80,0.5000,1.000,4.95,14.45,2.92,1.00
bludgeon,bludgeon,primary,Q6,vanilla,plate_iron,0.68,16.80,0.5000,1.000,4.95,11.09,2.24,1.00
bludgeon,bludgeon,primary,Q1,mod,none,0.00,11.20,0.0500,0.990,5.25,11.20,2.11,1.95
bludgeon,bludgeon,primary,Q1,mod,light,0.28,11.20,0.0500,0.990,5.25,8.22,1.55,1.95
bludgeon,bludgeon,primary,Q1,mod,plate_iron,0.68,11.20,0.0500,0.990,5.25,3.96,0.75,1.95
bludgeon,bludgeon,primary,Q2,mod,none,0.00,13.30,0.0500,0.990,5.25,13.30,2.51,1.95
bludgeon,bludgeon,primary,Q2,mod,light,0.28,13.30,0.0500,0.990,5.25,9.76,1.84,1.95
bludgeon,bludgeon,primary,Q2,mod,plate_iron,0.68,13.30,0.0500,0.990,5.25,4.71,0.89,1.95
bludgeon,bludgeon,primary,Q3,mod,none,0.00,14.00,0.0500,0.990,5.25,14.00,2.64,1.95
bludgeon,bludgeon,primary,Q3,mod,light,0.28,14.00,0.0500,0.990,5.25,10.28,1.94,1.95
bludgeon,bludgeon,primary,Q3,mod,plate_iron,0.68,14.00,0.0500,0.990,5.25,4.96,0.93,1.95
bludgeon,bludgeon,primary,Q4,mod,none,0.00,15.40,0.0500,0.990,5.25,15.40,2.90,1.95
bludgeon,bludgeon,primary,Q4,mod,light,0.28,15.40,0.0500,0.990,5.25,11.30,2.13,1.95
bludgeon,bludgeon,primary,Q4,mod,plate_iron,0.68,15.40,0.0500,0.990,5.25,5.45,1.03,1.95
bludgeon,bludgeon,primary,Q5,mod,none,0.00,16.80,0.0500,0.990,5.25,16.80,3.17,1.95
bludgeon,bludgeon,primary,Q5,mod,light,0.28,16.80,0.0500,0.990,5.25,12.33,2.33,1.95
bludgeon,bludgeon,primary,Q5,mod,plate_iron,0.68,16.80,0.0500,0.990,5.25,5.95,1.12,1.95
bludgeon,bludgeon,primary,Q6,mod,none,0.00,19.60,0.0500,0.990,5.25,19.60,3.70,1.95
bludgeon,bludgeon,primary,Q6,mod,light,0.28,19.60,0.0500,0.990,5.25,14.39,2.71,1.95
bludgeon,bludgeon,primary,Q6,mod,plate_iron,0.68,19.60,0.0500,0.990,5.25,6.94,1.31,1.95
cudgel,cudgel,primary,Q1,vanilla,none,0.00,9.60,0.5000,1.000,4.95,9.60,1.94,1.00
cudgel,cudgel,primary,Q1,vanilla,light,0.28,9.60,0.5000,1.000,4.95,8.26,1.67,1.00
cudgel,cudgel,primary,Q1,vanilla,plate_iron,0.68,9.60,0.5000,1.000,4.95,6.34,1.28,1.00
cudgel,cudgel,primary,Q2,vanilla,none,0.00,11.40,0.5000,1.000,4.95,11.40,2.30,1.00
cudgel,cudgel,primary,Q2,vanilla,light,0.28,11.40,0.5000,1.000,4.95,9.80,1.98,1.00
cudgel,cudgel,primary,Q2,vanilla,plate_iron,0.68,11.40,0.5000,1.000,4.95,7.52,1.52,1.00
cudgel,cudgel,primary,Q3,vanilla,none,0.00,12.00,0.5000,1.000,4.95,12.00,2.42,1.00
cudgel,cudgel,primary,Q3,vanilla,light,0.28,12.00,0.5000,1.000,4.95,10.32,2.08,1.00
cudgel,cudgel,primary,Q3,vanilla,plate_iron,0.68,12.00,0.5000,1.000,4.95,7.92,1.60,1.00
cudgel,cudgel,primary,Q4,vanilla,none,0.00,13.20,0.5000,1.000,4.95,13.20,2.67,1.00
cudgel,cudgel,primary,Q4,vanilla,light,0.28,13.20,0.5000,1.000,4.95,11.35,2.29,1.00
cudgel,cudgel,primary,Q4,vanilla,plate_iron,0.68,13.20,0.5000,1.000,4.95,8.71,1.76,1.00
cudgel,cudgel,primary,Q5,vanilla,none,0.00,14.40,0.5000,1.000,4.95,14.40,2.91,1.00
cudgel,cudgel,primary,Q5,vanilla,light,0.28,14.40,0.5000,1.000,4.95,12.38,2.50,1.00
cudgel,cudgel,primary,Q5,vanilla,plate_iron,0.68,14.40,0.5000,1.000,4.95,9.50,1.92,1.00
cudgel,cudgel,primary,Q6,vanilla,none,0.00,16.80,0.5000,1.000,4.95,16.80,3.39,1.00
cudgel,cudgel,primary,Q6,vanilla,light,0.28,16.80,0.5000,1.000,4.95,14.45,2.92,1.00
cudgel,cudgel,primary,Q6,vanilla,plate_iron,0.68,16.80,0.5000,1.000,4.95,11.09,2.24,1.00
cudgel,cudgel,primary,Q1,mod,none,0.00,8.00,0.0500,1.000,4.65,8.00,1.72,1.50
cudgel,cudgel,primary,Q1,mod,light,0.28,8.00,0.0500,1.000,4.65,5.87,1.26,1.50
cudgel,cudgel,primary,Q1,mod,plate_iron,0.68,8.00,0.0500,1.000,4.65,2.83,0.61,1.50
cudgel,cudgel,primary,Q2,mod,none,0.00,9.50,0.0500,1.000,4.65,9.50,2.04,1.50
cudgel,cudgel,primary,Q2,mod,light,0.28,9.50,0.0500,1.000,4.65,6.97,1.50,1.50
cudgel,cudgel,primary,Q2,mod,plate_iron,0.68,9.50,0.0500,1.000,4.65,3.36,0.72,1.50
cudgel,cudgel,primary,Q3,mod,none,0.00,10.00,0.0500,1.000,4.65,10.00,2.15,1.50
cudgel,cudgel,primary,Q3,mod,light,0.28,10.00,0.0500,1.000,4.65,7.34,1.58,1.50
cudgel,cudgel,primary,Q3,mod,plate_iron,0.68,10.00,0.0500,1.000,4.65,3.54,0.76,1.50
cudgel,cudgel,primary,Q4,mod,none,0.00,11.00,0.0500,1.000,4.65,11.00,2.37,1.50
cudgel,cudgel,primary,Q4,mod,light,0.28,11.00,0.0500,1.000,4.65,8.07,1.74,1.50
cudgel,cudgel,primary,Q4,mod,plate_iron,0.68,11.00,0.0500,1.000,4.65,3.89,0.84,1.50
cudgel,cudgel,primary,Q5,mod,none,0.00,12.00,0.0500,1.000,4.65,12.00,2.58,1.50
cudgel,cudgel,primary,Q5,mod,light,0.28,12.00,0.0500,1.000,4.65,8.81,1.89,1.50
cudgel,cudgel,primary,Q5,mod,plate_iron,0.68,12.00,0.0500,1.000,4.65,4.25,0.91,1.50
cudgel,cudgel,primary,Q6,mod,none,0.00,14.00,0.0500,1.000,4.65,14.00,3.01,1.50
cudgel,cudgel,primary,Q6,mod,light,0.28,14.00,0.0500,1.000,4.65,10.28,2.21,1.50
cudgel,cudgel,primary,Q6,mod,plate_iron,0.68,14.00,0.0500,1.000,4.65,4.96,1.07,1.50
dagger,dagger,primary,Q1,vanilla,none,0.00,9.60,0.7000,1.000,3.15,9.60,3.05,0.60
dagger,dagger,primary,Q1,vanilla,light,0.28,9.60,0.7000,1.000,3.15,8.79,2.79,0.60
dagger,dagger,primary,Q1,vanilla,plate_iron,0.68,9.60,0.7000,1.000,3.15,7.64,2.43,0.60
dagger,dagger,primary,Q2,vanilla,none,0.00,11.40,0.7000,1.000,3.15,11.40,3.62,0.60
dagger,dagger,primary,Q2,vanilla,light,0.28,11.40,0.7000,1.000,3.15,10.44,3.32,0.60
dagger,dagger,primary,Q2,vanilla,plate_iron,0.68,11.40,0.7000,1.000,3.15,9.07,2.88,0.60
dagger,dagger,primary,Q3,vanilla,none,0.00,12.00,0.7000,1.000,3.15,12.00,3.81,0.60
dagger,dagger,primary,Q3,vanilla,light,0.28,12.00,0.7000,1.000,3.15,10.99,3.49,0.60
dagger,dagger,primary,Q3,vanilla,plate_iron,0.68,12.00,0.7000,1.000,3.15,9.55,3.03,0.60
dagger,dagger,primary,Q4,vanilla,none,0.00,13.20,0.7000,1.000,3.15,13.20,4.19,0.60
dagger,dagger,primary,Q4,vanilla,light,0.28,13.20,0.7000,1.000,3.15,12.09,3.84,0.60
dagger,dagger,primary,Q4,vanilla,plate_iron,0.68,13.20,0.7000,1.000,3.15,10.51,3.34,0.60
dagger,dagger,primary,Q5,vanilla,none,0.00,14.40,0.7000,1.000,3.15,14.40,4.57,0.60
dagger,dagger,primary,Q5,vanilla,light,0.28,14.40,0.7000,1.000,3.15,13.19,4.19,0.60
dagger,dagger,primary,Q5,vanilla,plate_iron,0.68,14.40,0.7000,1.000,3.15,11.46,3.64,0.60
dagger,dagger,primary,Q6,vanilla,none,0.00,16.80,0.7000,1.000,3.15,16.80,5.33,0.60
dagger,dagger,primary,Q6,vanilla,light,0.28,16.80,0.7000,1.000,3.15,15.39,4.89,0.60
dagger,dagger,primary,Q6,vanilla,plate_iron,0.68,16.80,0.7000,1.000,3.15,13.37,4.25,0.60
dagger,dagger,primary,Q1,mod,none,0.00,9.60,0.1800,1.000,2.90,9.60,3.31,0.55
dagger,dagger,primary,Q1,mod,light,0.28,9.60,0.1800,1.000,2.90,7.40,2.55,0.55
dagger,dagger,primary,Q1,mod,plate_iron,0.68,9.60,0.1800,1.000,2.90,4.25,1.46,0.55
dagger,dagger,primary,Q2,mod,none,0.00,11.40,0.1800,1.000,2.90,11.40,3.93,0.55
dagger,dagger,primary,Q2,mod,light,0.28,11.40,0.1800,1.000,2.90,8.78,3.03,0.55
dagger,dagger,primary,Q2,mod,plate_iron,0.68,11.40,0.1800,1.000,2.90,5.04,1.74,0.55
dagger,dagger,primary,Q3,mod,none,0.00,12.00,0.1800,1.000,2.90,12.00,4.14,0.55
dagger,dagger,primary,Q3,mod,light,0.28,12.00,0.1800,1.000,2.90,9.24,3.19,0.55
dagger,dagger,primary,Q3,mod,plate_iron,0.68,12.00,0.1800,1.000,2.90,5.31,1.83,0.55
dagger,dagger,primary,Q4,mod,none,0.00,13.20,0.1800,1.000,2.90,13.20,4.55,0.55
dagger,dagger,primary,Q4,mod,light,0.28,13.20,0.1800,1.000,2.90,10.17,3.51,0.55
dagger,dagger,primary,Q4,mod,plate_iron,0.68,13.20,0.1800,1.000,2.90,5.84,2.01,0.55
dagger,dagger,primary,Q5,mod,none,0.00,14.40,0.1800,1.000,2.90,14.40,4.97,0.55
dagger,dagger,primary,Q5,mod,light,0.28,14.40,0.1800,1.000,2.90,11.09,3.83,0.55
dagger,dagger,primary,Q5,mod,plate_iron,0.68,14.40,0.1800,1.000,2.90,6.37,2.20,0.55
dagger,dagger,primary,Q6,mod,none,0.00,16.80,0.1800,1.000,2.90,16.80,5.79,0.55
dagger,dagger,primary,Q6,mod,light,0.28,16.80,0.1800,1.000,2.90,12.94,4.46,0.55
dagger,dagger,primary,Q6,mod,plate_iron,0.68,16.80,0.1800,1.000,2.90,7.43,2.56,0.55
falchion,falchion,primary,Q1,vanilla,none,0.00,12.80,0.7000,1.000,3.15,12.80,4.06,0.60
falchion,falchion,primary,Q1,vanilla,light,0.28,12.80,0.7000,1.000,3.15,11.72,3.72,0.60
falchion,falchion,primary,Q1,vanilla,plate_iron,0.68,12.80,0.7000,1.000,3.15,10.19,3.23,0.60
falchion,falchion,primary,Q2,vanilla,none,0.00,15.20,0.7000,1.000,3.15,15.20,4.83,0.60
falchion,falchion,primary,Q2,vanilla,light,0.28,15.20,0.7000,1.000,3.15,13.92,4.42,0.60
falchion,falchion,primary,Q2,vanilla,plate_iron,0.68,15.20,0.7000,1.000,3.15,12.10,3.84,0.60
falchion,falchion,primary,Q3,vanilla,none,0.00,16.00,0.7000,1.000,3.15,16.00,5.08,0.60
falchion,falchion,primary,Q3,vanilla,light,0.28,16.00,0.7000,1.000,3.15,14.66,4.65,0.60
falchion,falchion,primary,Q3,vanilla,plate_iron,0.68,16.00,0.7000,1.000,3.15,12.74,4.04,0.60
falchion,falchion,primary,Q4,vanilla,none,0.00,17.60,0.7000,1.000,3.15,17.60,5.59,0.60
falchion,falchion,primary,Q4,vanilla,light,0.28,17.60,0.7000,1.000,3.15,16.12,5.12,0.60
falchion,falchion,primary,Q4,vanilla,plate_iron,0.68,17.60,0.7000,1.000,3.15,14.01,4.45,0.60
falchion,falchion,primary,Q5,vanilla,none,0.00,19.20,0.7000,1.000,3.15,19.20,6.10,0.60
falchion,falchion,primary,Q5,vanilla,light,0.28,19.20,0.7000,1.000,3.15,17.59,5.58,0.60
falchion,falchion,primary,Q5,vanilla,plate_iron,0.68,19.20,0.7000,1.000,3.15,15.28,4.85,0.60
falchion,falchion,primary,Q6,vanilla,none,0.00,22.40,0.7000,1.000,3.15,22.40,7.11,0.60
falchion,falchion,primary,Q6,vanilla,light,0.28,22.40,0.7000,1.000,3.15,20.52,6.51,0.60
falchion,falchion,primary,Q6,vanilla,plate_iron,0.68,22.40,0.7000,1.000,3.15,17.83,5.66,0.60
falchion,falchion,primary,Q1,mod,none,0.00,12.00,0.2200,1.000,3.00,12.00,4.00,0.72
falchion,falchion,primary,Q1,mod,light,0.28,12.00,0.2200,1.000,3.00,9.38,3.13,0.72
falchion,falchion,primary,Q1,mod,plate_iron,0.68,12.00,0.2200,1.000,3.00,5.64,1.88,0.72
falchion,falchion,primary,Q2,mod,none,0.00,14.25,0.2200,1.000,3.00,14.25,4.75,0.72
falchion,falchion,primary,Q2,mod,light,0.28,14.25,0.2200,1.000,3.00,11.14,3.71,0.72
falchion,falchion,primary,Q2,mod,plate_iron,0.68,14.25,0.2200,1.000,3.00,6.69,2.23,0.72
falchion,falchion,primary,Q3,mod,none,0.00,15.00,0.2200,1.000,3.00,15.00,5.00,0.72
falchion,falchion,primary,Q3,mod,light,0.28,15.00,0.2200,1.000,3.00,11.72,3.91,0.72
falchion,falchion,primary,Q3,mod,plate_iron,0.68,15.00,0.2200,1.000,3.00,7.04,2.35,0.72
falchion,falchion,primary,Q4,mod,none,0.00,16.50,0.2200,1.000,3.00,16.50,5.50,0.72
falchion,falchion,primary,Q4,mod,light,0.28,16.50,0.2200,1.000,3.00,12.90,4.30,0.72
falchion,falchion,primary,Q4,mod,plate_iron,0.68,16.50,0.2200,1.000,3.00,7.75,2.58,0.72
falchion,falchion,primary,Q5,mod,none,0.00,18.00,0.2200,1.000,3.00,18.00,6.00,0.72
falchion,falchion,primary,Q5,mod,light,0.28,18.00,0.2200,1.000,3.00,14.07,4.69,0.72
falchion,falchion,primary,Q5,mod,plate_iron,0.68,18.00,0.2200,1.000,3.00,8.45,2.82,0.72
falchion,falchion,primary,Q6,mod,none,0.00,21.00,0.2200,1.000,3.00,21.00,7.00,0.72
falchion,falchion,primary,Q6,mod,light,0.28,21.00,0.2200,1.000,3.00,16.41,5.47,0.72
falchion,falchion,primary,Q6,mod,plate_iron,0.68,21.00,0.2200,1.000,3.00,9.86,3.29,0.72
flail,flail,primary,Q1,vanilla,none,0.00,8.00,0.5000,1.000,3.60,8.00,2.22,2.00
flail,flail,primary,Q1,vanilla,light,0.28,8.00,0.5000,1.000,3.60,6.88,1.91,2.00
flail,flail,primary,Q1,vanilla,plate_iron,0.68,8.00,0.5000,1.000,3.60,5.28,1.47,2.00
flail,flail,primary,Q2,vanilla,none,0.00,9.50,0.5000,1.000,3.60,9.50,2.64,2.00
flail,flail,primary,Q2,vanilla,light,0.28,9.50,0.5000,1.000,3.60,8.17,2.27,2.00
flail,flail,primary,Q2,vanilla,plate_iron,0.68,9.50,0.5000,1.000,3.60,6.27,1.74,2.00
flail,flail,primary,Q3,vanilla,none,0.00,10.00,0.5000,1.000,3.60,10.00,2.78,2.00
